Date,Station_Name,Dataset_Type,Passenger_Arrival_Scaled,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-01-21,Banthapchang,Train,-0.9089112523790933,-0.9420528017016165,-0.9471934438087534,-2.081840794863139,-2.1724079929331763,-2.062999243594203,-2.0711706229295426,1.0
2022-01-22,Banthapchang,Train,-1.6526466138680838,-1.6823324831091284,-1.6861563028461288,-2.0688192209178267,-2.1487808908396766,-2.062020330367202,-2.069496743472636,0.0
2022-01-23,Banthapchang,Train,-1.8715062384729169,-1.872469506886547,-1.887067955502179,-2.056043337046954,-2.197882563365409,-2.0485602734959345,-2.119775089481411,0.0
2022-01-24,Banthapchang,Train,-0.914721684890726,-0.8908991861675902,-0.9383729322287316,-2.0503924653348378,-2.2291659682194185,-2.0402395110664235,-2.16573493412496,1.0
2022-01-25,Banthapchang,Train,-0.9089112523790933,-0.935296663800896,-0.9217119659109129,-2.0518666057814765,-2.2320374138241634,-2.0314292920234123,-2.149351034758768,1.0
2022-01-26,Banthapchang,Train,-0.8285336026348404,-0.9024811368545396,-0.9158316248575651,-2.0405648623572437,-2.2120499786826873,-2.02971619387616,-2.1461887923543346,1.0
2022-01-27,Banthapchang,Train,-0.9098796577976987,-0.9015159742972938,-0.9138715111731158,-2.0172243052854575,-2.163132028685045,-2.016011408698142,-2.1183814613579126,1.0
2022-01-28,Banthapchang,Train,-0.8285336026348404,-0.8908991861675902,-0.9432732164398548,-2.0147674045410593,-2.158923291071917,-2.0084248311888824,-2.104105539401461,1.0
2022-01-29,Banthapchang,Train,-1.6139103971238655,-1.632144030132348,-1.6322531765237738,-1.9943751283625513,-2.1183641054461106,-1.99129384971636,-2.07448071798296,0.0
2022-01-30,Banthapchang,Train,-1.826959589217066,-1.850270768069894,-1.8537460228665414,-1.9845475253849572,-2.1552332232834615,-1.9660868341210773,-2.163268476993893,0.0
2022-01-31,Banthapchang,Train,-0.904069225286066,-0.896690161511065,-0.9030908859086448,-1.973245781960724,-2.2177097502763354,-1.9511584074093078,-2.2487956269548723,1.0
2022-02-01,Banthapchang,Train,-0.8479017110069496,-0.8908991861675902,-0.9148515680153404,-1.9705431911418856,-2.213363269714378,-1.9533609621700607,-2.2524697609499125,1.0
2022-02-02,Banthapchang,Train,-0.6958620602858929,-0.8107906939161906,-0.8609484416929855,-1.9550647164521748,-2.1856005920700485,-1.9364747090042886,-2.221428280954265,1.0
