Date,Station_Name,Dataset_Type,Passenger_Departure_Filled,pm25_filled,rain_sum,temperature_max,Is_Long_Holiday,day_sin,day_cos,month_sin,month_cos,Passenger_Arrival_Lag7,Passenger_Departure_Lag7,Passenger_Arrival_Roll_Mean_7,Passenger_Arrival_Roll_Std_7,Passenger_Departure_Roll_Mean_7,Passenger_Departure_Roll_Std_7,holiday_category_Weekday,holiday_category_Weekend
2022-01-08,Ramkhamhaeng,Train,2215.0,103.0,0.0,32.4,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1564.0,1699.0,2444.4285714285716,841.2910430092662,2740.1428571428573,807.97925480205,0.0,1.0
2022-01-09,Ramkhamhaeng,Train,1928.0,117.0,0.0,32.3,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1421.0,1766.0,2519.285714285714,770.2040236815425,2813.8571428571427,715.3953286054335,0.0,1.0
2022-01-10,Ramkhamhaeng,Train,3372.0,117.0,0.0,32.7,0,0.0,1.0,0.49999999999999994,0.8660254037844387,1665.0,2219.0,2550.0,721.877644295301,2837.0,677.462422082091,1.0,0.0
2022-01-11,Ramkhamhaeng,Train,3130.0,104.0,0.0,33.3,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,3021.0,3369.0,2768.714285714286,635.8568272511544,3001.714285714286,641.3679948063394,1.0,0.0
2022-01-12,Ramkhamhaeng,Train,3063.0,99.0,0.1,32.7,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,3098.0,3422.0,2775.1428571428573,639.0520136815749,2967.5714285714284,624.7020242064364,1.0,0.0
2022-01-13,Ramkhamhaeng,Train,3107.0,94.0,0.0,32.9,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,3147.0,3374.0,2753.4285714285716,628.7526957246005,2916.285714285714,595.2178072733024,1.0,0.0
2022-01-14,Ramkhamhaeng,Train,3275.0,85.0,0.1,32.3,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,3195.0,3332.0,2740.8571428571427,620.3962251581451,2878.1428571428573,568.9743487397385,1.0,0.0
2022-01-15,Ramkhamhaeng,Train,2314.0,94.0,0.0,32.5,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,2088.0,2215.0,2733.0,614.0013572189123,2870.0,561.7585483699083,0.0,1.0
2022-01-16,Ramkhamhaeng,Train,2001.0,101.0,0.0,32.2,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1636.0,1928.0,2742.8571428571427,602.3643494794568,2884.1428571428573,543.4683151056826,0.0,1.0
2022-01-17,Ramkhamhaeng,Train,3253.0,120.0,0.1,32.5,0,0.0,1.0,0.49999999999999994,0.8660254037844387,3196.0,3372.0,2755.5714285714284,575.4455830464065,2894.5714285714284,522.3532831149358,1.0,0.0
2022-01-18,Ramkhamhaeng,Train,3122.0,110.0,0.0,32.5,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,3066.0,3130.0,2741.0,563.6038798068489,2877.5714285714284,505.9031057237664,1.0,0.0
