Date,Station_Name,Dataset_Type,Passenger_Arrival_Scaled,day_sin,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-02-04,Phayathai,Train,-1.1356846709125892,-0.433883739117558,-1.4592920977127055,-1.4749747632399464,-2.124649335545793,-1.5316657986081317,-2.1033922644026877,-1.5825983206747476,1.0
2022-02-05,Phayathai,Train,-1.8215150310631205,-0.9749279121818236,-2.066187570310235,-2.0666084712411967,-2.061935114834506,-1.1028596549705663,-2.0580253170735117,-1.2662420154027527,0.0
2022-02-06,Phayathai,Train,-2.187795173307843,-0.7818314824680299,-2.2883546629575444,-2.2735652930295296,-2.011245049222,-1.3000957375100355,-1.9993018895989758,-1.4929987233066004,0.0
2022-02-07,Phayathai,Train,-1.392012050006926,0.0,-1.6665577390239152,-1.6947431978056524,-1.984721177680572,-1.5596870981595945,-1.9809860412983766,-1.702456000330724,1.0
2022-02-08,Phayathai,Train,-1.6218820454682015,0.7818314824680298,-1.603565240194038,-1.6063759199309515,-1.929905176494955,-1.4745611631529363,-1.9444670576097978,-1.6741852869766762,1.0
2022-02-09,Phayathai,Train,-1.618102419234907,0.9749279121818236,-1.5300739915591808,-1.5708976076243801,-1.9254845312380502,-1.4759283224248023,-1.9450306221728932,-1.6742111728639197,1.0
2022-02-10,Phayathai,Train,-1.5284221967903735,0.43388373911755823,-1.5280419754678944,-1.5091390639796076,-1.933205924953444,-1.4788602725923863,-1.961655776784206,-1.6735288995185889,1.0
2022-02-11,Phayathai,Train,-1.2927109607867338,-0.433883739117558,-1.0989479108579225,-1.2105299353992987,-1.9258971247953613,-1.47037601155529,-1.9794080605217097,-1.6998893403294706,1.0
2022-02-12,Phayathai,Train,-1.842131174153818,-0.9749279121818236,-1.7749319305591884,-1.7243084580611285,-1.9528335898941003,-1.6686881016482882,-1.9922009761039743,-1.8104524334605216,0.0
2022-02-13,Phayathai,Train,-2.17302027075951,-0.7818314824680299,-2.135953456111067,-2.166801853218088,-1.956370106099624,-1.655845326503716,-2.0313687132391016,-1.664756516665312,0.0
2022-02-14,Phayathai,Train,-1.3975096881644453,0.0,-1.3515952448745279,-1.481873323966224,-1.9538356028189987,-1.681763771996486,-2.0393713300350553,-1.5829473142699804,1.0
2022-02-15,Phayathai,Train,-1.3586826186769654,0.7818314824680298,-1.5781650390529582,-1.6096609488482265,-1.9547786738071382,-1.6861512558625518,-2.0250567901324334,-1.5151847241636311,1.0
