Date,Station_Name,Dataset_Type,Passenger_Arrival_Filled,Passenger_Arrival_Lag7,Passenger_Departure_Lag7,Passenger_Arrival_Roll_Mean_7,Passenger_Arrival_Roll_Std_7,Passenger_Departure_Roll_Mean_7,Passenger_Departure_Roll_Std_7,holiday_category_Weekday
2022-02-16,Banthapchang,Train,1018.0,2070.0,1929.0,1770.0,516.7139763286194,1701.7142857142858,481.3656663721512,0.0
2022-02-17,Banthapchang,Train,1993.0,2048.0,1937.0,1619.7142857142858,565.5916413472748,1563.5714285714287,540.4028920299057,1.0
2022-02-18,Banthapchang,Train,2098.0,2097.0,1999.0,1611.857142857143,558.993866564869,1556.142857142857,534.74181576141,1.0
2022-02-19,Banthapchang,Train,1117.0,1161.0,1123.0,1612.0,559.138623241142,1557.7142857142858,536.2740948077811,0.0
2022-02-20,Banthapchang,Train,861.0,885.0,889.0,1605.7142857142858,565.2674040622171,1556.857142857143,537.0888903994164,0.0
2022-02-21,Banthapchang,Train,1978.0,2074.0,2014.0,1602.2857142857142,570.4167231903689,1550.2857142857142,546.8155430263831,1.0
2022-02-22,Banthapchang,Train,1962.0,2055.0,2021.0,1588.5714285714287,558.208699664339,1542.7142857142858,539.6445479157908,1.0
2022-02-23,Banthapchang,Train,1962.0,1018.0,962.0,1575.2857142857142,546.2355152269375,1522.2857142857142,520.9023306678885,1.0
2022-02-24,Banthapchang,Train,1907.0,1993.0,1885.0,1710.142857142857,500.3190410699382,1659.857142857143,473.25343054626666,1.0
2022-02-25,Banthapchang,Train,1959.0,2098.0,2010.0,1697.857142857143,493.22119060026455,1648.7142857142858,467.95751740434577,1.0
2022-02-26,Banthapchang,Train,1051.0,1117.0,1117.0,1678.0,476.95632224904307,1626.5714285714287,451.3866993841896,0.0
2022-02-27,Banthapchang,Train,781.0,861.0,843.0,1668.5714285714287,490.3586636816145,1612.2857142857142,471.3430153245494,0.0
2022-02-28,Banthapchang,Train,1914.0,1978.0,1961.0,1657.142857142857,512.738864196135,1604.5714285714287,486.2385755788538,1.0
2022-03-01,Banthapchang,Train,1905.0,1962.0,1878.0,1648.0,506.5978023376463,1587.7142857142858,473.70620792699316,1.0
2022-03-02,Banthapchang,Train,1875.0,1962.0,1925.0,1639.857142857143,501.1381807350901,1580.5714285714287,468.9526831649642,1.0
2022-03-03,Banthapchang,Train,1832.0,1907.0,1807.0,1627.4285714285713,492.82716955096816,1549.2857142857142,449.02661921305383,1.0
2022-03-04,Banthapchang,Train,1852.0,1959.0,1855.0,1616.7142857142858,486.510950300098,1544.7142857142858,446.11908510535415,1.0
2022-03-05,Banthapchang,Train,1099.0,1051.0,1017.0,1601.4285714285713,475.5210675819584,1530.7142857142858,436.1860131815762,0.0
2022-03-06,Banthapchang,Train,820.0,781.0,789.0,1608.2857142857142,466.5217802295742,1539.857142857143,424.12750778173177,0.0
2022-03-07,Banthapchang,Train,1824.0,1914.0,1843.0,1613.857142857143,455.08806055217775,1536.857142857143,430.352347335463,1.0
2022-03-08,Banthapchang,Train,1880.0,1905.0,1828.0,1601.0,446.38324341310096,1522.5714285714287,420.0320849422725,1.0
2022-03-09,Banthapchang,Train,1893.0,1875.0,1706.0,1597.4285714285713,443.6371855254608,1510.7142857142858,411.0485430723539,1.0
2022-03-10,Banthapchang,Train,1897.0,1832.0,1775.0,1600.0,445.56219169344524,1525.4285714285713,420.92907444637956,1.0
2022-03-11,Banthapchang,Train,1954.0,1852.0,1757.0,1609.2857142857142,451.8361481354768,1527.7142857142858,422.55047599299286,1.0
2022-03-12,Banthapchang,Train,1068.0,1099.0,1081.0,1623.857142857143,462.487271382117,1537.857142857143,429.7621158158037,0.0
2022-03-13,Banthapchang,Train,804.0,820.0,768.0,1619.4285714285713,468.46054872772953,1532.4285714285713,436.67908015797957,0.0
2022-03-14,Banthapchang,Train,1600.0,1824.0,1743.0,1617.142857142857,473.0279866883945,1549.142857142857,403.52382357238383,1.0
2022-03-15,Banthapchang,Train,1892.0,1880.0,1745.0,1585.142857142857,464.1962331354516,1555.5714285714287,407.46609558050255,1.0
2022-03-16,Banthapchang,Train,1898.0,1893.0,1809.0,1586.857142857143,465.48699536844475,1568.4285714285713,415.7747215110838,1.0
2022-03-17,Banthapchang,Train,1894.0,1897.0,1791.0,1587.5714285714287,466.038573919533,1569.0,416.16302895219667,1.0
2022-03-18,Banthapchang,Train,1992.0,1954.0,1828.0,1587.142857142857,465.7078585592143,1566.2857142857142,414.53255372194633,1.0
2022-03-19,Banthapchang,Train,1156.0,1068.0,1043.0,1592.5714285714287,470.88953309768095,1572.2857142857142,419.22933830451126,0.0
2022-03-20,Banthapchang,Train,881.0,804.0,885.0,1605.142857142857,455.4731710252637,1584.857142857143,401.6638016100154,0.0
2022-03-21,Banthapchang,Train,1941.0,1600.0,1788.0,1616.142857142857,433.289906248856,1585.2857142857142,400.7932610402006,1.0
2022-03-22,Banthapchang,Train,1862.0,1892.0,1835.0,1664.857142857143,450.0186768610933,1595.5714285714287,407.72656570421395,1.0
2022-03-23,Banthapchang,Train,1925.0,1898.0,1813.0,1660.5714285714287,447.63149172165265,1592.142857142857,405.47232892493395,1.0
2022-03-24,Banthapchang,Train,1914.0,1894.0,1772.0,1664.4285714285713,450.12770674659873,1597.5714285714287,409.15964982830286,1.0
2022-03-25,Banthapchang,Train,1905.0,1992.0,1870.0,1667.2857142857142,451.88778632374107,1610.7142857142858,417.09699682676353,1.0
2022-03-26,Banthapchang,Train,1171.0,1156.0,1131.0,1654.857142857143,442.56880013975507,1600.2857142857142,410.39237902512895,0.0
2022-03-27,Banthapchang,Train,902.0,881.0,888.0,1657.0,439.7783532644594,1601.857142857143,408.3117389819653,0.0
2022-03-28,Banthapchang,Train,1953.0,1941.0,1860.0,1660.0,433.6311796907593,1597.142857142857,418.00296193983667,1.0
2022-03-29,Banthapchang,Train,2019.0,1862.0,1811.0,1661.7142857142858,434.948929678613,1600.0,420.16187356779574,1.0
2022-03-30,Banthapchang,Train,1963.0,1925.0,1851.0,1684.142857142857,450.75877827334193,1622.4285714285713,437.14942416480375,1.0
2022-03-31,Banthapchang,Train,2004.0,1914.0,1864.0,1689.5714285714287,454.35736931144703,1629.5714285714287,441.8894496526096,1.0
2022-04-01,Banthapchang,Train,2058.0,1905.0,1797.0,1702.4285714285713,462.9585500318778,1634.857142857143,445.3685472248162,1.0
2022-04-02,Banthapchang,Train,1193.0,1171.0,1142.0,1724.2857142857142,477.4996384940039,1651.7142857142858,454.6646068938128,0.0
2022-04-03,Banthapchang,Train,935.0,902.0,855.0,1727.4285714285713,473.3049957982893,1658.2857142857142,446.3256338466031,0.0
2022-04-04,Banthapchang,Train,1949.0,1953.0,1880.0,1732.142857142857,463.781711789583,1661.4285714285713,439.75555980675557,1.0
2022-04-05,Banthapchang,Train,2048.0,2019.0,1968.0,1731.5714285714287,463.46659611484984,1649.4285714285713,433.904312471025,1.0
2022-04-06,Banthapchang,Train,1104.0,1963.0,1901.0,1735.7142857142858,466.5832238324739,1652.7142857142858,436.7961821741409,0.0
2022-04-07,Banthapchang,Train,1974.0,2004.0,1901.0,1613.0,507.96850296056704,1540.2857142857142,462.7510901430396,1.0
2022-04-08,Banthapchang,Train,2096.0,2058.0,1915.0,1608.7142857142858,504.23265605132224,1533.5714285714287,456.949616895509,1.0
2022-04-09,Banthapchang,Train,1074.0,1193.0,1188.0,1614.142857142857,510.04686992844995,1537.7142857142858,461.0967773637528,0.0
2022-04-10,Banthapchang,Train,855.0,935.0,877.0,1597.142857142857,528.0872492847583,1516.2857142857142,483.02198510547953,0.0
